id,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals,year
12526,08,Puerto Rico,0.0,,693.0,162.0,,13,0.0,,,,,,,,,,,,,,,,,,868,2001
12581,07,Puerto Rico,0.0,,470.0,104.0,,16,0.0,,,,,,,,,,,,,,,,,,590,2001
12636,06,Puerto Rico,0.0,,447.0,83.0,,7,0.0,,,,,,,,,,,,,,,,,,537,2001
12691,05,Puerto Rico,0.0,,436.0,77.0,,11,0.0,,,,,,,,,,,,,,,,,,524,2001
12746,04,Puerto Rico,0.0,,316.0,82.0,,6,0.0,,,,,,,,,,,,,,,,,,404,2001
12801,03,Puerto Rico,0.0,,398.0,81.0,,14,0.0,,,,,,,,,,,,,,,,,,493,2001
12856,02,Puerto Rico,0.0,,353.0,79.0,,7,0.0,,,,,,,,,,,,,,,,,,439,2001
12911,01,Puerto Rico,0.0,,317.0,80.0,,5,0.0,,,,,,,,,,,,,,,,,,402,2001
12966,12,Puerto Rico,0.0,,372.0,99.0,,7,0.0,,,,,,,,,,,,,,,,,,478,2000
13021,11,Puerto Rico,0.0,,316.0,67.0,,5,0.0,,,,,,,,,,,,,,,,,,388,2000
13076,10,Puerto Rico,0.0,,356.0,94.0,,8,0.0,,,,,,,,,,,,,,,,,,458,2000
13131,09,Puerto Rico,0.0,,353.0,130.0,,4,0.0,,,,,,,,,,,,,,,,,,487,2000
13186,08,Puerto Rico,0.0,,374.0,163.0,,9,0.0,,,,,,,,,,,,,,,,,,546,2000
13241,07,Puerto Rico,0.0,,283.0,86.0,,5,0.0,,,,,,,,,,,,,,,,,,374,2000
13296,06,Puerto Rico,0.0,,361.0,89.0,,4,0.0,,,,,,,,,,,,,,,,,,454,2000
13351,05,Puerto Rico,0.0,,329.0,87.0,,9,0.0,,,,,,,,,,,,,,,,,,425,2000
13406,04,Puerto Rico,0.0,,331.0,61.0,,14,0.0,,,,,,,,,,,,,,,,,,406,2000
13461,03,Puerto Rico,0.0,,543.0,70.0,,7,0.0,,,,,,,,,,,,,,,,,,620,2000
13516,02,Puerto Rico,0.0,,347.0,61.0,,10,0.0,,,,,,,,,,,,,,,,,,418,2000
13571,01,Puerto Rico,0.0,,185.0,57.0,,5,0.0,,,,,,,,,,,,,,,,,,247,2000
13626,12,Puerto Rico,0.0,,392.0,94.0,,6,0.0,,,,,,,,,,,,,,,,,,492,1999
13681,11,Puerto Rico,0.0,,400.0,76.0,,4,0.0,,,,,,,,,,,,,,,,,,480,1999
13736,10,Puerto Rico,0.0,,415.0,90.0,,8,0.0,,,,,,,,,,,,,,,,,,513,1999
13791,09,Puerto Rico,0.0,,409.0,129.0,,2,0.0,,,,,,,,,,,,,,,,,,540,1999
13846,08,Puerto Rico,0.0,,314.0,126.0,,9,0.0,,,,,,,,,,,,,,,,,,449,1999
13901,07,Puerto Rico,0.0,,275.0,79.0,,3,0.0,,,,,,,,,,,,,,,,,,357,1999
13956,06,Puerto Rico,0.0,,312.0,59.0,,5,0.0,,,,,,,,,,,,,,,,,,376,1999
14011,05,Puerto Rico,0.0,,350.0,75.0,,10,0.0,,,,,,,,,,,,,,,,,,435,1999
14066,04,Puerto Rico,0.0,,300.0,59.0,,4,0.0,,,,,,,,,,,,,,,,,,363,1999
14121,03,Puerto Rico,0.0,,349.0,88.0,,8,0.0,,,,,,,,,,,,,,,,,,445,1999
14176,02,Puerto Rico,0.0,,270.0,64.0,,4,0.0,,,,,,,,,,,,,,,,,,338,1999
14231,01,Puerto Rico,0.0,,304.0,94.0,,4,0.0,,,,,,,,,,,,,,,,,,402,1999
14286,12,Puerto Rico,0.0,,401.0,101.0,,9,0.0,,,,,,,,,,,,,,,,,,511,1998
14341,11,Puerto Rico,0.0,,1.0,1.0,,0,0.0,,,,,,,,,,,,,,,,,,2,1998
